subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
All polls,11/2/2020,11/17/2019,11/19/2019,YouGov,B,1224,rv,.21568447,0,46,39,45.986553,40.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u9tu99dui5/econTabReport.pdf,62670,113338,11/20/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,11/15/2019,11/21/2019,RealClear Opinion Research,B/C,2055,rv,1.2203472,0,50,38,48.878433,39.132181,"","",https://www.realclearpolitics.com/docs/EWTN_Topline.pdf,63036,114369,12/9/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,11/21/2019,11/22/2019,Winston Group,B/C,1000,rv,.5070841,0,49,39,49.695445,38.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/07/Winning-the-Issues-November-2019-National-Survey.pdf,67602,126480,7/22/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,11/22/2019,11/24/2019,Morning Consult,B/C,1988,rv,.33595348,0,45,36,46.816922,37.266219,"","",https://www.politico.com/f/?id=0000016e-a474-d17e-a37e-fc7ff3b30000,62971,113975,11/26/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,11/24/2019,11/26/2019,YouGov,B,1189,rv,.20927747,0,47,41,46.986553,42.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/a10nw9wbas/econTabReport.pdf,62982,114026,11/27/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,11/20/2019,12/3/2019,Data for Progress,B-,980,rv,1.1273792,0,47,39,47.376987,39.903645,"","",http://filesforprogress.org/memos/hr-3-will-win.pdf,63088,114833,12/12/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,12/1/2019,12/3/2019,YouGov,B,1200,rv,.21113609,0,47,41,46.986553,42.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/799kgtotz3/econTabReport.pdf,63007,114184,12/4/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,12/7/2019,12/10/2019,YouGov,B,1209,rv,.21275701,0,48,40,47.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4yqcix83qw/econTabReport.pdf,63065,114573,12/11/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,12/14/2019,12/17/2019,NBC News/The Wall Street Journal,A-,733,rv,1.0556587,0,49,42,49.083775,41.795489,"","",https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-public-remains-split-trump-s-impeachment-ouster-n1104356,63151,115050,12/18/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,12/14/2019,12/17/2019,YouGov,B,1164,rv,.20493257,0,48,40,47.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ua3ar45wbg/econTabReport.pdf,63146,114975,12/18/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,12/14/2019,12/18/2019,McLaughlin & Associates,C/D,1000,lv,.53721137,0,47,45,47.953951,41.924933,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2019/12/National-Monthly-December-PUBLIC.pdf,63183,115144,12/23/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,12/22/2019,12/24/2019,YouGov,B,1240,rv,.2183171,0,47,41,46.986553,42.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/t4lyjjoemc/econTabReport.pdf,63187,115176,12/25/2019,17:54:12  2 Nov 2020
All polls,11/2/2020,12/28/2019,12/30/2019,Winston Group,B/C,1000,rv,.50284097,0,47,42,47.695445,41.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/07/Winning-the-Issues-December-2019-National-Survey.pdf,67603,126481,7/22/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,12/28/2019,12/31/2019,YouGov,B,1123,rv,.19790892,0,50,40,49.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2r6hyqtv9p/econTabReport.pdf,63206,115317,1/1/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/5/2020,1/7/2020,YouGov,B,1185,rv,.2084941,0,48,40,47.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6s5t9qkjll/econTabReport.pdf,63231,115454,1/8/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/10/2020,1/12/2020,Morning Consult,B/C,1996,rv,.31663732,0,42,39,43.816922,40.266219,"","",https://www.politico.com/f/?id=0000016f-a648-d64c-a9ff-f75a8c960000,63275,115694,1/15/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/11/2020,1/14/2020,YouGov,B,1108,rv,.19284431,0,46,42,45.986553,43.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ueji3eha6i/econTabReport.pdf,63278,115714,1/15/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/19/2020,1/21/2020,YouGov,B,1176,rv,.20239633,0,44,43,43.986553,44.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/alq58zq5zt/econTabReport.pdf,63323,115968,1/22/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/21/2020,1/22/2020,Winston Group,B/C,1000,rv,.45786609,0,45,41,45.695445,40.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-January-I-2020-National-Survey.pdf,67871,127074,8/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/24/2020,1/26/2020,Morning Consult,B/C,1992,rv,.2665263,0,45,39,46.816922,40.266219,"","",https://morningconsult.com/wp-content/uploads/2020/01/200160_crosstabs_POLITICO_RVs_v1.pdf,63380,116263,1/28/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/26/2020,1/28/2020,YouGov,B,1182,rv,.20129932,0,48,39,47.986553,40.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3ormein07a/econTabReport.pdf,63386,116275,1/29/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/26/2020,1/29/2020,NBC News/The Wall Street Journal,A-,1000,rv,1.4459671,0,49,43,49.083775,42.795489,"","",https://www.nbcnews.com/politics/meet-the-press/nbc-wsj-poll-country-remains-divided-over-trump-s-impeachment-n1128326,63407,116477,2/2/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,1/31/2020,2/2/2020,Winston Group,B/C,1000,rv,.44904061,0,47,41,47.695445,40.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-January-II-2020-National-Survey.pdf,67872,127075,8/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/2/2020,2/4/2020,YouGov,B,1277,rv,.21531868,0,48,41,47.986553,42.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,63451,116588,2/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/7/2020,2/9/2020,Morning Consult,B/C,1996,rv,.22060981,0,45,41,46.816922,42.266219,"","",https://morningconsult.com/wp-content/uploads/2020/02/200213_crosstabs_POLITICO_RVs_v1_AUTO.pdf,63522,116885,2/11/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/7/2020,2/11/2020,McLaughlin & Associates,C/D,1000,lv,.49014129,0,47,45,47.953951,41.924933,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2020/02/National-Monthly-Omnibus-FEBRUARY-PUBLIC.pdf,63796,117451,2/13/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/9/2020,2/11/2020,YouGov,B,1140,rv,.1906838,0,48,40,47.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,63523,116934,2/12/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/13/2020,2/16/2020,Marist College,A+,1164,rv,2.1598294,0,48,40,48.623136,39.914195,"","",http://maristpoll.marist.edu/wp-content/uploads/2020/02/Wednesday-Release_NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2002171446.pdf,64154,118375,2/19/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/15/2020,2/16/2020,Winston Group,B/C,1000,rv,.46111518,0,49,40,49.695445,39.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-February-2020-National-Survey.pdf,67873,127076,8/3/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/16/2020,2/18/2020,YouGov,B,1150,rv,.19083008,0,48,41,47.986553,42.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf,64407,118486,2/19/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/21/2020,2/23/2020,Morning Consult,B/C,1992,rv,.18409154,0,45,39,46.816922,40.266219,"","",https://morningconsult.com/wp-content/uploads/2020/02/200253_crosstabs_POLITICO_RVs_v2_JB-1.pdf,64517,118877,2/24/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/23/2020,2/25/2020,YouGov,B,1184,rv,.19494973,0,48,40,47.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zye3phsf7t/econTabReport.pdf,64531,118938,2/26/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,2/26/2020,2/27/2020,YouGov,B,1662,rv,.27361617,0,51,40,50.986553,41.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/1apn4drwsv/20200227_yahoo_primary_crosstabs.pdf,64617,119358,3/2/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/1/2020,3/3/2020,YouGov,B,1134,rv,.18779975,0,51,38,50.986553,39.083719,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3rdraw493c/econTabReport.pdf,64708,119626,3/4/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/4/2020,3/7/2020,CNN/SSRS,B/C,1084,rv,1.3508156,0,53,44,51.011579,43.33334,"","",https://cdn.cnn.com/cnn/2020/images/03/09/rel2a.-.2020.pdf,64751,119752,3/9/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/6/2020,3/8/2020,Morning Consult,B/C,1992,rv,.16584609,0,46,40,47.816922,41.266219,"","",https://morningconsult.com/wp-content/uploads/2020/03/200325_crosstabs_POLITICO_RVs_v1_AUTO.pdf,64775,119845,3/9/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/8/2020,3/10/2020,YouGov,B,1191,rv,.20075452,0,47,42,46.986553,43.083719,"","",https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf,64794,119898,3/11/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/11/2020,3/13/2020,Winston Group,B/C,1000,rv,.49812098,0,47,41,47.695445,40.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-March-2020-National-Survey.pdf,67901,127120,8/4/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/13/2020,3/15/2020,RMG Research,B/C,1000,rv,.50557594,0,48,39,49.592175,40.660071,"","",https://www.oann.com/npo-survey/,64850,120084,3/16/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/15/2020,3/17/2020,YouGov,B,1129,rv,.19401717,0,49,39,48.986553,40.083719,"","",https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,64872,120146,3/18/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/20/2020,3/22/2020,Morning Consult,B/C,1996,rv,.12488242,0,46,38,47.816922,39.266219,"","",https://morningconsult.com/wp-content/uploads/2020/03/200386_crosstabs_POLITICO_RVs.pdf,64977,120469,3/24/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/22/2020,3/24/2020,YouGov,B,1170,rv,.20496639,0,47,38,46.986553,39.083719,"","",https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,64980,120487,3/25/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/21/2020,3/28/2020,Firehouse Strategies/Øptimus,B/C,1032,lv,.27971877,0,47,36.6,49.085483,38.727497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,65738,121514,4/13/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/23/2020,3/26/2020,McLaughlin & Associates,C/D,1000,lv,.40605606,0,48,45,48.953951,41.924933,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2020/03/National-Monthly-Omnibus-MARCH-PUBLIC.pdf,65010,120569,3/27/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/27/2020,3/30/2020,Selzer & Co.,A+,777,lv,1.6876829,0,50,41,49.885952,41.160462,"","",https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf,65043,120669,4/1/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/29/2020,3/31/2020,YouGov,B,1194,rv,.21313976,0,48,39,47.986553,40.083719,"","",https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,65045,120692,4/1/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,3/28/2020,4/4/2020,Firehouse Strategies/Øptimus,B/C,937,lv,.23037943,0,46.5,37.5,48.585483,39.627497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,65737,121512,4/13/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/1/2020,4/3/2020,Winston Group,B/C,1000,rv,.5314857,0,46,43,46.695445,42.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-April-I-2020-National-Survey.pdf,67902,127121,8/4/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/3/2020,4/5/2020,Morning Consult,B/C,1990,rv,.06023576,0,46,38,47.816922,39.266219,"","",https://morningconsult.com/wp-content/uploads/2020/04/200412_crosstabs_POLITICO_RVs_v1_AUTO.pdf,65685,121376,4/7/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/5/2020,4/7/2020,YouGov,B,1147,rv,.20892527,0,48,39,47.986553,40.083719,"","",https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf,65691,121389,4/8/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/4/2020,4/10/2020,Firehouse Strategies/Øptimus,B/C,814,lv,.0925927,0,43.8,37,45.885483,39.127497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,65736,121503,4/13/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/6/2020,4/10/2020,Global Strategy Group,B/C,1002,lv,.8713838,0,49,42,48.509111,41.413614,"","",https://314actionfund.org/wp-content/uploads/2020/05/314-Action-Coronavirus-Online-Survey-Topline.pdf,67960,127261,8/7/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/7/2020,4/14/2020,Firehouse Strategies/Øptimus,B/C,732,lv,.09379117,0,46.8,35.3,48.885483,37.427497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-16-2020,65772,121588,4/16/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/12/2020,4/14/2020,YouGov,B,1166,rv,.21680358,0,47,40,46.986553,41.083719,"","",https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf,65756,121551,4/15/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/11/2020,4/18/2020,Firehouse Strategies/Øptimus,B/C,745,lv,.06949276,0,45.8,38,47.885483,40.127497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-20-2020,65792,121631,4/20/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/16/2020,4/18/2020,RMG Research,B/C,1200,rv,.49771298,0,46,35,47.592175,36.660071,"","",https://scottrasmussen.com/generic-ballot-democrats-46-republicans-35/,65790,121688,4/21/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/14/2020,4/21/2020,Firehouse Strategies/Øptimus,B/C,829,lv,.10100832,0,44.5,37.8,46.585483,39.927497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-23-2020,65896,122009,4/23/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/16/2020,4/20/2020,McLaughlin & Associates,C/D,1000,lv,.38915844,0,46,45,46.953951,41.924933,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2020/04/April-National-Monthly-RELEASE-4.pdf,65860,121888,4/22/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/18/2020,4/19/2020,Morning Consult,B/C,1991,rv,.03264391,0,44,39,45.816922,40.266219,"","",https://morningconsult.com/wp-content/uploads/2020/04/200456_crosstabs_POLITICO_RVs_v2_JB.pdf,65820,121713,4/22/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/19/2020,4/19/2020,Climate Nexus,"",1917,rv,.58477262,0,50,40,49.675127,40.003284,"","",https://climatenexus.org/wp-content/uploads/2015/09/Coronavirus-National-Poll-Toplines-and-Crosstabs-FINAL.pdf,65922,122119,4/27/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/19/2020,4/21/2020,YouGov,B,1144,rv,.21715399,0,46,38,45.986553,39.083719,"","",https://docs.cdn.yougov.com/pwwefjdnsp/econTabReport.pdf,65823,121724,4/22/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/18/2020,4/25/2020,Firehouse Strategies/Øptimus,B/C,784,lv,.07012693,0,46.1,36.1,48.185483,38.227497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-27-2020,65926,122129,4/27/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/23/2020,4/25/2020,RMG Research,B/C,1200,rv,.5099885,0,43,36,44.592175,37.660071,"","",https://scottrasmussen.com/generic-ballot-democrats-43-republicans-36/,65930,122165,4/29/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/21/2020,4/28/2020,Firehouse Strategies/Øptimus,B/C,766,lv,.09007179,0,46.2,37.7,48.285483,39.827497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-30-2020,66006,122304,4/30/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/26/2020,4/28/2020,YouGov,B,1222,rv,.23410604,0,46,38,45.986553,39.083719,"","",https://docs.cdn.yougov.com/4qtpeqbqm8/econTabReport.pdf,65943,122175,4/29/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/27/2020,4/28/2020,Winston Group,B/C,1000,rv,.56374689,0,45,42,45.695445,41.964974,"","",https://www.winningtheissues.org/wp-content/uploads/2020/08/Winning-the-Issues-April-II-2020-National-Survey.pdf,67903,127125,8/4/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/25/2020,5/2/2020,Firehouse Strategies/Øptimus,B/C,765,lv,.06656599,0,46.2,37.4,48.285483,39.527497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-04-2020,66067,122711,5/4/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/28/2020,5/5/2020,Firehouse Strategies/Øptimus,B/C,758,lv,.08729732,0,45.8,37.2,47.885483,39.327497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-07-2020,66168,123029,5/7/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,4/30/2020,5/4/2020,Monmouth University,A+,739,rv,1.6273417,0,52,42,51.043414,40.997935,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_050620.pdf/,66076,122899,5/6/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/1/2020,5/3/2020,Morning Consult,B/C,12000,lv,.04418764,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,70574,131650,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/2/2020,5/3/2020,Morning Consult,B/C,1987,rv,.02138971,0,44,39,45.816922,40.266219,"","",https://morningconsult.com/wp-content/uploads/2020/05/200508_crosstabs_POLITICO_RVs_v2_JB.pdf,66100,122803,5/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/2/2020,5/4/2020,Morning Consult,B/C,12000,lv,.04305931,0,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,70575,131651,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/3/2020,5/5/2020,Morning Consult,B/C,12000,lv,.04203069,0,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67995,131652,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/3/2020,5/5/2020,YouGov,B,1209,rv,.23388102,0,47,39,46.986553,40.083719,"","",https://docs.cdn.yougov.com/5yope37lqh/econTabReport.pdf,66122,122862,5/6/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/4/2020,5/6/2020,Morning Consult,B/C,12000,lv,.04107052,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67697,131653,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/2/2020,5/9/2020,Firehouse Strategies/Øptimus,B/C,726,lv,.06219151,0,45.9,39,47.985483,41.127497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-11-2020,66235,123263,5/11/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/5/2020,5/7/2020,Morning Consult,B/C,12000,lv,.04017412,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67698,131654,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/6/2020,5/8/2020,Morning Consult,B/C,12000,lv,.03933351,0,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67768,131655,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/7/2020,5/9/2020,Morning Consult,B/C,12000,lv,.03855995,0,49,42,50.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67699,131656,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/8/2020,5/10/2020,Morning Consult,B/C,12000,lv,.03783131,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67700,131657,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/5/2020,5/12/2020,Firehouse Strategies/Øptimus,B/C,728,lv,.08293883,0,46,37.7,48.085483,39.827497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-14-2020,66283,123378,5/14/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/9/2020,5/11/2020,Morning Consult,B/C,12000,lv,.03714428,0,47,43,48.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67701,131658,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/10/2020,5/12/2020,Morning Consult,B/C,12000,lv,.03649714,0,47,43,48.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67702,131659,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/10/2020,5/12/2020,YouGov,B,1175,rv,.22915984,0,48,41,47.986553,42.083719,"","",https://docs.cdn.yougov.com/sww5v5iven/econTabReport.pdf,66268,123338,5/13/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/11/2020,5/13/2020,Morning Consult,B/C,12000,lv,.03588499,0,47,43,48.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67703,131660,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/9/2020,5/16/2020,Firehouse Strategies/Øptimus,B/C,780,lv,.06686582,0,44.4,35.9,46.485483,38.027497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-18-2020,66305,123423,5/18/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/12/2020,5/14/2020,Morning Consult,B/C,12000,lv,.03530535,0,47,43,48.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67704,131661,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/13/2020,5/15/2020,Morning Consult,B/C,12000,lv,.0347533,0,47,42,48.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67705,131662,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/14/2020,5/16/2020,Morning Consult,B/C,12000,lv,.03424161,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67706,131663,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/15/2020,5/17/2020,Morning Consult,B/C,12000,lv,.033755,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67769,131664,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/12/2020,5/19/2020,Firehouse Strategies/Øptimus,B/C,774,lv,.08906306,0,45,36.1,47.085483,38.227497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-21-2020,66512,123947,5/22/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/16/2020,5/18/2020,Morning Consult,B/C,12000,lv,.03329359,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67707,131665,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/17/2020,5/19/2020,YouGov,B,1235,rv,.24279519,0,47,38,46.986553,39.083719,"","",https://docs.cdn.yougov.com/q0t43bjops/econTabReport.pdf,66380,123596,5/20/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/17/2020,5/19/2020,Morning Consult,B/C,12000,lv,.03285521,0,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67708,131671,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/18/2020,5/20/2020,Morning Consult,B/C,12000,lv,.03243839,0,47,43,48.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67709,131672,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/16/2020,5/23/2020,Firehouse Strategies/Øptimus,B/C,766,lv,.06640317,0,46.5,38.2,48.585483,40.327497,"",T,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-25-2020,66531,123985,5/26/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/19/2020,5/21/2020,Morning Consult,B/C,12000,lv,.0320422,0,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67770,131673,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/20/2020,5/22/2020,Morning Consult,B/C,12000,lv,.03167489,0,48,43,49.816922,44.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67710,131674,10/5/2020,17:54:12  2 Nov 2020
All polls,11/2/2020,5/21/2020,5/23/2020,Morning Consult,B/C,12000,lv,.03132612,0,48,42,49.816922,43.266219,"",T,https://morningconsult.com/form/2020-u-s-election-tracker/#section-5,67711,131675,10/5/2020,17:54:12  2 Nov 2020
